sent,tags,parse
"Problems and reversals notwithstanding , internal reform is at the center of party debate and tendencias , within each of the major parties , are closely identified with the issue , publicly criticizing undemocratic practices which went largely unquestioned in the past .","Problems/NNS and/CC reversals/NNS notwithstanding/IN ,/, internal/JJ reform/NN is/VBZ at/IN the/DT center/NN of/IN party/NN debate/NN and/CC tendencias/NNS ,/, within/IN each/DT of/IN the/DT major/JJ parties/NNS ,/, are/VBP closely/RB identified/VBN with/IN the/DT issue/NN ,/, publicly/RB criticizing/VBG undemocratic/JJ practices/NNS which/WDT went/VBD largely/RB unquestioned/JJ in/IN the/DT past/NN ./."," nmod:notwithstanding(center-11, Problems-1) cc(Problems-1, and-2) conj:and(Problems-1, reversals-3) nmod:notwithstanding(center-11, reversals-3) case(Problems-1, notwithstanding-4) amod(reform-7, internal-6) nsubj(center-11, reform-7) cop(center-11, is-8) case(center-11, at-9) det(center-11, the-10) root(ROOT-0, center-11) case(debate-14, of-12) compound(debate-14, party-13) nmod:of(center-11, debate-14) cc(center-11, and-15) nsubjpass(identified-27, tendencias-16) case(each-19, within-18) nmod:within(identified-27, each-19) case(parties-23, of-20) det(parties-23, the-21) amod(parties-23, major-22) nmod:of(each-19, parties-23) auxpass(identified-27, are-25) advmod(identified-27, closely-26) conj:and(center-11, identified-27) case(issue-30, with-28) det(issue-30, the-29) nmod:with(identified-27, issue-30) advmod(criticizing-33, publicly-32) xcomp(identified-27, criticizing-33) amod(practices-35, undemocratic-34) dobj(criticizing-33, practices-35) nsubj(went-37, practices-35) ref(practices-35, which-36) acl:relcl(practices-35, went-37) advmod(unquestioned-39, largely-38) xcomp(went-37, unquestioned-39) case(past-42, in-40) det(past-42, the-41) nmod:in(went-37, past-42)  "
"Opposition governors undoubtedly spoke also for their AD counterparts in criticizing the measures proposed to cope with political crisis that ensued in the wake of the first abortive coup attempt ( 4 February 1992 ) , i.e.","Opposition/NN governors/NNS undoubtedly/RB spoke/VBD also/RB for/IN their/PRP$ AD/NNP counterparts/NNS in/IN criticizing/VBG the/DT measures/NNS proposed/VBN to/TO cope/VB with/IN political/JJ crisis/NN that/WDT ensued/VBD in/IN the/DT wake/NN of/IN the/DT first/JJ abortive/JJ coup/NN attempt/NN -LRB-/-LRB- 4/CD February/NNP 1992/CD -RRB-/-RRB- ,/, i.e./RB"," compound(governors-2, Opposition-1) nsubj(spoke-4, governors-2) advmod(spoke-4, undoubtedly-3) root(ROOT-0, spoke-4) advmod(spoke-4, also-5) case(counterparts-9, for-6) nmod:poss(counterparts-9, their-7) compound(counterparts-9, AD-8) nmod:for(spoke-4, counterparts-9) mark(criticizing-11, in-10) advcl(spoke-4, criticizing-11) det(measures-13, the-12) dobj(criticizing-11, measures-13) nsubj(ensued-21, measures-13) acl(measures-13, proposed-14) mark(cope-16, to-15) xcomp(proposed-14, cope-16) case(crisis-19, with-17) amod(crisis-19, political-18) nmod:with(cope-16, crisis-19) ref(measures-13, that-20) acl:relcl(measures-13, ensued-21) case(wake-24, in-22) det(wake-24, the-23) nmod:in(ensued-21, wake-24) case(attempt-30, of-25) det(attempt-30, the-26) amod(attempt-30, first-27) amod(attempt-30, abortive-28) compound(attempt-30, coup-29) nmod:of(wake-24, attempt-30) dep(attempt-30, 4-32) nmod:tmod(4-32, February-33) nummod(February-33, 1992-34) advmod(ensued-21, i.e.-37)  "
"Positive coaches were remembered as stressing improvement while not criticizing or belittling , demanding perfection without screaming or yelling at players and being creative and exciting while making players feel important by working one-to-one with them .","Positive/JJ coaches/NNS were/VBD remembered/VBN as/IN stressing/VBG improvement/NN while/IN not/RB criticizing/VBG or/CC belittling/VBG ,/, demanding/VBG perfection/NN without/IN screaming/VBG or/CC yelling/VBG at/IN players/NNS and/CC being/VBG creative/JJ and/CC exciting/JJ while/IN making/NN players/NNS feel/VBP important/JJ by/IN working/VBG one-to-one/NN with/IN them/PRP ./."," amod(coaches-2, Positive-1) nsubjpass(remembered-4, coaches-2) auxpass(remembered-4, were-3) root(ROOT-0, remembered-4) mark(stressing-6, as-5) advcl(remembered-4, stressing-6) dobj(stressing-6, improvement-7) mark(criticizing-10, while-8) neg(criticizing-10, not-9) dep(improvement-7, criticizing-10) cc(criticizing-10, or-11) dep(improvement-7, belittling-12) conj:or(criticizing-10, belittling-12) dep(improvement-7, demanding-14) conj:or(criticizing-10, demanding-14) dobj(demanding-14, perfection-15) mark(screaming-17, without-16) advcl(demanding-14, screaming-17) cc(screaming-17, or-18) advcl(demanding-14, yelling-19) conj:or(screaming-17, yelling-19) case(players-21, at-20) nmod:at(screaming-17, players-21) cc(criticizing-10, and-22) cop(creative-24, being-23) dep(improvement-7, creative-24) conj:or(criticizing-10, creative-24) cc(creative-24, and-25) conj:or(criticizing-10, exciting-26) conj:and(creative-24, exciting-26) mark(feel-30, while-27) compound(players-29, making-28) nsubj(feel-30, players-29) advcl(stressing-6, feel-30) xcomp(feel-30, important-31) mark(working-33, by-32) advcl(important-31, working-33) dobj(working-33, one-to-one-34) case(them-36, with-35) nmod:with(working-33, them-36)  "
"23 The test -- "" whether , viewed as a whole and in context , the reasonable reader would have believed that the challenged statements were conveying facts about the libel plaintiff "" 24 -- was applied to dismiss an action against the editor of a scientific journal who published a letter criticizing a biomedical researcher 's experimentation with chimpanzees.","23/CD The/NNP test/VBP --/: ''/'' whether/IN ,/, viewed/VBN as/IN a/DT whole/NN and/CC in/IN context/NN ,/, the/DT reasonable/JJ reader/NN would/MD have/VB believed/VBN that/IN the/DT challenged/JJ statements/NNS were/VBD conveying/VBG facts/NNS about/IN the/DT libel/NN plaintiff/NN ''/'' 24/CD --/: was/VBD applied/VBN to/TO dismiss/VB an/DT action/NN against/IN the/DT editor/NN of/IN a/DT scientific/JJ journal/NN who/WP published/VBD a/DT letter/NN criticizing/VBG a/DT biomedical/JJ researcher/NN 's/POS experimentation/NN with/IN chimpanzees/NNS ./."," nummod(The-2, 23-1) nsubj(test-3, The-2) root(ROOT-0, test-3) mark(believed-21, whether-6) dep(believed-21, viewed-8) case(whole-11, as-9) det(whole-11, a-10) nmod:as(viewed-8, whole-11) cc(viewed-8, and-12) case(context-14, in-13) conj:and(viewed-8, context-14) dep(believed-21, context-14) det(reader-18, the-16) amod(reader-18, reasonable-17) nsubj(believed-21, reader-18) aux(believed-21, would-19) aux(believed-21, have-20) dep(test-3, believed-21) mark(conveying-27, that-22) det(statements-25, the-23) amod(statements-25, challenged-24) nsubj(conveying-27, statements-25) aux(conveying-27, were-26) ccomp(believed-21, conveying-27) dobj(conveying-27, facts-28) case(plaintiff-32, about-29) det(plaintiff-32, the-30) compound(plaintiff-32, libel-31) nmod:about(facts-28, plaintiff-32) dobj(conveying-27, 24-34) auxpass(applied-37, was-36) parataxis(believed-21, applied-37) mark(dismiss-39, to-38) xcomp(applied-37, dismiss-39) det(action-41, an-40) dobj(dismiss-39, action-41) case(editor-44, against-42) det(editor-44, the-43) nmod:against(dismiss-39, editor-44) case(journal-48, of-45) det(journal-48, a-46) amod(journal-48, scientific-47) nmod:of(editor-44, journal-48) nsubj(published-50, journal-48) ref(journal-48, who-49) acl:relcl(journal-48, published-50) det(letter-52, a-51) dobj(published-50, letter-52) xcomp(published-50, criticizing-53) det(researcher-56, a-54) amod(researcher-56, biomedical-55) nmod:poss(experimentation-58, researcher-56) case(researcher-56, 's-57) dobj(criticizing-53, experimentation-58) case(chimpanzees-60, with-59) nmod:with(criticizing-53, chimpanzees-60)  "
"Some feared that criticizing evaluations would suggest one was n't liked by students , some looked forward to praise , and others feared the judgments of fellow faculty more than their students .","Some/DT feared/VBD that/IN criticizing/VBG evaluations/NNS would/MD suggest/VB one/CD was/VBD n't/RB liked/VBN by/IN students/NNS ,/, some/DT looked/VBD forward/RB to/TO praise/NN ,/, and/CC others/NNS feared/VBD the/DT judgments/NNS of/IN fellow/JJ faculty/NN more/RBR than/IN their/PRP$ students/NNS ./."," nsubj(feared-2, Some-1) root(ROOT-0, feared-2) mark(liked-11, that-3) csubjpass(liked-11, criticizing-4) nsubj(suggest-7, evaluations-5) aux(suggest-7, would-6) ccomp(criticizing-4, suggest-7) dobj(suggest-7, one-8) auxpass(liked-11, was-9) neg(liked-11, n't-10) ccomp(feared-2, liked-11) case(students-13, by-12) nmod:by(liked-11, students-13) nsubj(looked-16, some-15) dep(feared-2, looked-16) advmod(looked-16, forward-17) case(praise-19, to-18) nmod:to(looked-16, praise-19) cc(feared-2, and-21) nsubj(feared-23, others-22) conj:and(feared-2, feared-23) det(judgments-25, the-24) dobj(feared-23, judgments-25) case(faculty-28, of-26) amod(faculty-28, fellow-27) nmod:of(judgments-25, faculty-28) advmod(students-32, more-29) case(students-32, than-30) nmod:poss(students-32, their-31) nmod:than(feared-23, students-32)  "
"Indeed , there was a memorable incident in 1990 in which the Central Daily News ran a column criticizing another faction of the KMT.","Indeed/RB ,/, there/EX was/VBD a/DT memorable/JJ incident/NN in/IN 1990/CD in/IN which/WDT the/DT Central/NNP Daily/NNP News/NNP ran/VBD a/DT column/NN criticizing/VBG another/DT faction/NN of/IN the/DT KMT/NNP ./."," advmod(was-4, Indeed-1) expl(was-4, there-3) root(ROOT-0, was-4) det(incident-7, a-5) amod(incident-7, memorable-6) nsubj(was-4, incident-7) nmod:in(ran-16, incident-7) case(1990-9, in-8) nmod:in(incident-7, 1990-9) case(which-11, in-10) ref(incident-7, which-11) det(News-15, the-12) compound(News-15, Central-13) compound(News-15, Daily-14) nsubj(ran-16, News-15) acl:relcl(incident-7, ran-16) det(column-18, a-17) dobj(ran-16, column-18) acl(column-18, criticizing-19) det(faction-21, another-20) dobj(criticizing-19, faction-21) case(KMT-24, of-22) det(KMT-24, the-23) nmod:of(faction-21, KMT-24)  "
Riyadh reportedly made normalization of relations with the PLO conditional on the paper 's refraining from criticizing the Saudi government.,Riyadh/NNP reportedly/RB made/VBD normalization/NN of/IN relations/NNS with/IN the/DT PLO/NNP conditional/NNP on/IN the/DT paper/NN 's/POS refraining/NN from/IN criticizing/VBG the/DT Saudi/JJ government/NN ./.," nsubj(made-3, Riyadh-1) advmod(made-3, reportedly-2) root(ROOT-0, made-3) dobj(made-3, normalization-4) case(relations-6, of-5) nmod:of(normalization-4, relations-6) case(conditional-10, with-7) det(conditional-10, the-8) compound(conditional-10, PLO-9) nmod:with(relations-6, conditional-10) case(refraining-15, on-11) det(paper-13, the-12) nmod:poss(refraining-15, paper-13) case(paper-13, 's-14) nmod:on(conditional-10, refraining-15) mark(criticizing-17, from-16) advcl(made-3, criticizing-17) det(government-20, the-18) amod(government-20, Saudi-19) dobj(criticizing-17, government-20)  "
"52 Market determination means that most publications now avoid criticizing Arab governments in general , unless paid heavily by rival regimes to do so .","52/CD Market/NNP determination/NN means/VBZ that/IN most/JJS publications/NNS now/RB avoid/VB criticizing/VBG Arab/JJ governments/NNS in/IN general/NN ,/, unless/IN paid/VBD heavily/RB by/IN rival/JJ regimes/NNS to/TO do/VB so/RB ./."," nummod(determination-3, 52-1) compound(determination-3, Market-2) nsubj(means-4, determination-3) root(ROOT-0, means-4) mark(avoid-9, that-5) amod(publications-7, most-6) nsubj(avoid-9, publications-7) advmod(avoid-9, now-8) ccomp(means-4, avoid-9) xcomp(avoid-9, criticizing-10) amod(governments-12, Arab-11) dobj(criticizing-10, governments-12) case(general-14, in-13) nmod:in(criticizing-10, general-14) mark(paid-17, unless-16) advcl(avoid-9, paid-17) advmod(paid-17, heavily-18) case(regimes-21, by-19) amod(regimes-21, rival-20) nmod:by(paid-17, regimes-21) mark(do-23, to-22) xcomp(paid-17, do-23) advmod(do-23, so-24)  "
"Most papers are very careful when it comes to criticizing the governments in Syria , Libya , Iraq or the PLO all of which -- while offering cash to supporters -- have few qualms about assassinating their critics .","Most/JJS papers/NNS are/VBP very/RB careful/JJ when/WRB it/PRP comes/VBZ to/TO criticizing/VBG the/DT governments/NNS in/IN Syria/NNP ,/, Libya/NNP ,/, Iraq/NNP or/CC the/DT PLO/NNP all/DT of/IN which/WDT --/: while/IN offering/NN cash/NN to/TO supporters/NNS --/: have/VBP few/JJ qualms/NNS about/IN assassinating/VBG their/PRP$ critics/NNS ./."," amod(papers-2, Most-1) nsubj(careful-5, papers-2) cop(careful-5, are-3) advmod(careful-5, very-4) root(ROOT-0, careful-5) advmod(comes-8, when-6) nsubj(comes-8, it-7) ccomp(careful-5, comes-8) mark(criticizing-10, to-9) advcl(comes-8, criticizing-10) det(governments-12, the-11) dobj(criticizing-10, governments-12) nsubj(have-32, governments-12) case(Syria-14, in-13) nmod:in(governments-12, Syria-14) nmod:in(governments-12, Libya-16) conj:or(Syria-14, Libya-16) nmod:in(governments-12, Iraq-18) conj:or(Syria-14, Iraq-18) cc(Syria-14, or-19) det(PLO-21, the-20) nmod:in(governments-12, PLO-21) conj:or(Syria-14, PLO-21) dep(which-24, all-22) case(which-24, of-23) ref(governments-12, which-24) mark(cash-28, while-26) compound(cash-28, offering-27) parataxis(have-32, cash-28) case(supporters-30, to-29) nmod:to(cash-28, supporters-30) acl:relcl(governments-12, have-32) amod(qualms-34, few-33) dobj(have-32, qualms-34) mark(assassinating-36, about-35) acl(qualms-34, assassinating-36) nmod:poss(critics-38, their-37) dobj(assassinating-36, critics-38)  "
"One such publication is the Nasserist Sawt al-Arab , which was banned by the Egyptian government in 1988 for allegedly criticizing the Saudi royal family .","One/CD such/JJ publication/NN is/VBZ the/DT Nasserist/NNP Sawt/NNP al-Arab/NN ,/, which/WDT was/VBD banned/VBN by/IN the/DT Egyptian/JJ government/NN in/IN 1988/CD for/IN allegedly/RB criticizing/VBG the/DT Saudi/NNP royal/JJ family/NN ./."," nummod(publication-3, One-1) amod(publication-3, such-2) nsubj(al-Arab-8, publication-3) cop(al-Arab-8, is-4) det(al-Arab-8, the-5) compound(al-Arab-8, Nasserist-6) compound(al-Arab-8, Sawt-7) root(ROOT-0, al-Arab-8) nsubjpass(banned-12, al-Arab-8) ref(al-Arab-8, which-10) auxpass(banned-12, was-11) acl:relcl(al-Arab-8, banned-12) case(government-16, by-13) det(government-16, the-14) amod(government-16, Egyptian-15) nmod:by(banned-12, government-16) case(1988-18, in-17) nmod:in(government-16, 1988-18) mark(criticizing-21, for-19) advmod(criticizing-21, allegedly-20) advcl(banned-12, criticizing-21) det(family-25, the-22) amod(royal-24, Saudi-23) amod(family-25, royal-24) dobj(criticizing-21, family-25)  "
"The argument was so ineffectual , however , that the Soviets soon joined the fray , and began criticizing the U.S. human rights record , thus affirming the principle that human rights were not solely a matter of internal concern but were a subject for norm-enforcement within an international regime .","The/DT argument/NN was/VBD so/RB ineffectual/VBN ,/, however/RB ,/, that/IN the/DT Soviets/NNPS soon/RB joined/VBD the/DT fray/NN ,/, and/CC began/VBD criticizing/VBG the/DT U.S./NNP human/JJ rights/NNS record/NN ,/, thus/RB affirming/VBG the/DT principle/NN that/IN human/JJ rights/NNS were/VBD not/RB solely/RB a/DT matter/NN of/IN internal/JJ concern/NN but/CC were/VBD a/DT subject/NN for/IN norm-enforcement/NN within/IN an/DT international/JJ regime/NN ./."," det(argument-2, The-1) nsubj(ineffectual-5, argument-2) cop(ineffectual-5, was-3) advmod(ineffectual-5, so-4) root(ROOT-0, ineffectual-5) dep(ineffectual-5, however-7) mark(joined-13, that-9) det(Soviets-11, the-10) nsubj(joined-13, Soviets-11) nsubj(began-18, Soviets-11) advmod(joined-13, soon-12) ccomp(ineffectual-5, joined-13) det(fray-15, the-14) dobj(joined-13, fray-15) cc(joined-13, and-17) ccomp(ineffectual-5, began-18) conj:and(joined-13, began-18) xcomp(began-18, criticizing-19) det(record-24, the-20) compound(record-24, U.S.-21) amod(record-24, human-22) compound(record-24, rights-23) dobj(criticizing-19, record-24) advmod(criticizing-19, thus-26) parataxis(criticizing-19, affirming-27) det(principle-29, the-28) dobj(affirming-27, principle-29) mark(matter-37, that-30) amod(rights-32, human-31) nsubj(matter-37, rights-32) cop(matter-37, were-33) neg(matter-37, not-34) advmod(matter-37, solely-35) det(matter-37, a-36) ccomp(affirming-27, matter-37) case(concern-40, of-38) amod(concern-40, internal-39) nmod:of(matter-37, concern-40) cc(ineffectual-5, but-41) cop(subject-44, were-42) det(subject-44, a-43) conj:but(ineffectual-5, subject-44) case(norm-enforcement-46, for-45) nmod:for(subject-44, norm-enforcement-46) case(regime-50, within-47) det(regime-50, an-48) amod(regime-50, international-49) nmod:within(subject-44, regime-50)  "
"I think he 's almost alone on the Supreme Court in this period , trying to think his way , not altogether successfully , toward a post-Madisonian structure in which Congress can work as a participant in government , and not just as either a ratifier of what the executive comes up with or sit there on the sidelines criticizing .","I/PRP think/VBP he/PRP 's/VBZ almost/RB alone/JJ on/IN the/DT Supreme/NNP Court/NNP in/IN this/DT period/NN ,/, trying/VBG to/TO think/VB his/PRP$ way/NN ,/, not/RB altogether/JJ successfully/RB ,/, toward/IN a/DT post-Madisonian/JJ structure/NN in/IN which/WDT Congress/NNP can/MD work/VB as/IN a/DT participant/NN in/IN government/NN ,/, and/CC not/RB just/RB as/IN either/CC a/DT ratifier/NN of/IN what/WP the/DT executive/NN comes/VBZ up/RP with/IN or/CC sit/VBP there/RB on/IN the/DT sidelines/NNS criticizing/VBG ./."," nsubj(think-2, I-1) root(ROOT-0, think-2) nsubj(period-13, he-3) cop(period-13, 's-4) advmod(alone-6, almost-5) advmod(period-13, alone-6) case(Court-10, on-7) det(Court-10, the-8) compound(Court-10, Supreme-9) nmod:on(alone-6, Court-10) case(period-13, in-11) det(period-13, this-12) ccomp(think-2, period-13) xcomp(period-13, trying-15) mark(think-17, to-16) xcomp(trying-15, think-17) nmod:poss(way-19, his-18) dobj(think-17, way-19) neg(altogether-22, not-21) dep(period-13, altogether-22) advmod(altogether-22, successfully-23) case(structure-28, toward-25) det(structure-28, a-26) amod(structure-28, post-Madisonian-27) nmod:toward(altogether-22, structure-28) nmod:in(work-33, structure-28) case(which-30, in-29) ref(structure-28, which-30) nsubj(work-33, Congress-31) aux(work-33, can-32) acl:relcl(structure-28, work-33) case(participant-36, as-34) det(participant-36, a-35) nmod:as(work-33, participant-36) case(government-38, in-37) nmod:in(participant-36, government-38) cc(altogether-22, and-40) dep(period-13, not-41) conj:and(altogether-22, not-41) advmod(as-43, just-42) advcl(not-41, as-43) dep(as-43, either-44) det(ratifier-46, a-45) conj(as-43, ratifier-46) nmod:of(comes-51, ratifier-46) case(what-48, of-47) ref(ratifier-46, what-48) det(executive-50, the-49) nsubj(comes-51, executive-50) nsubj(sit-55, executive-50) acl:relcl(ratifier-46, comes-51) compound:prt(comes-51, up-52) case(what-48, with-53) cc(comes-51, or-54) acl:relcl(ratifier-46, sit-55) conj:or(comes-51, sit-55) advmod(sit-55, there-56) case(sidelines-59, on-57) det(sidelines-59, the-58) nmod:on(sit-55, sidelines-59) acl(sidelines-59, criticizing-60)  "
"Interpersonal skills that are used in the small group sessions include encouraging others , active listening , using names , keeping the group on task , reaching consensus , and criticizing ideas , not people .","Interpersonal/JJ skills/NNS that/WDT are/VBP used/VBN in/IN the/DT small/JJ group/NN sessions/NNS include/VBP encouraging/VBG others/NNS ,/, active/JJ listening/NN ,/, using/VBG names/NNS ,/, keeping/VBG the/DT group/NN on/IN task/NN ,/, reaching/VBG consensus/NN ,/, and/CC criticizing/VBG ideas/NNS ,/, not/RB people/NNS ./."," amod(skills-2, Interpersonal-1) nsubjpass(used-5, skills-2) nsubj(include-11, skills-2) ref(skills-2, that-3) auxpass(used-5, are-4) acl:relcl(skills-2, used-5) case(sessions-10, in-6) det(sessions-10, the-7) amod(sessions-10, small-8) compound(sessions-10, group-9) nmod:in(used-5, sessions-10) root(ROOT-0, include-11) ccomp(include-11, encouraging-12) dobj(encouraging-12, others-13) amod(listening-16, active-15) appos(others-13, listening-16) ccomp(include-11, using-18) conj:and(encouraging-12, using-18) dobj(using-18, names-19) ccomp(include-11, keeping-21) conj:and(encouraging-12, keeping-21) det(group-23, the-22) dobj(keeping-21, group-23) case(task-25, on-24) nmod:on(group-23, task-25) ccomp(include-11, reaching-27) conj:and(encouraging-12, reaching-27) dobj(reaching-27, consensus-28) cc(encouraging-12, and-30) ccomp(include-11, criticizing-31) conj:and(encouraging-12, criticizing-31) dobj(criticizing-31, ideas-32) neg(people-35, not-34) appos(ideas-32, people-35)  "
"Interpersonal skills are emphasized again in these small group interactions , especially criticizing ideas , not people .","Interpersonal/JJ skills/NNS are/VBP emphasized/VBN again/RB in/IN these/DT small/JJ group/NN interactions/NNS ,/, especially/RB criticizing/VBG ideas/NNS ,/, not/RB people/NNS ./."," amod(skills-2, Interpersonal-1) nsubjpass(emphasized-4, skills-2) auxpass(emphasized-4, are-3) root(ROOT-0, emphasized-4) advmod(emphasized-4, again-5) case(interactions-10, in-6) det(interactions-10, these-7) amod(interactions-10, small-8) compound(interactions-10, group-9) nmod:in(emphasized-4, interactions-10) advmod(criticizing-13, especially-12) xcomp(emphasized-4, criticizing-13) dobj(criticizing-13, ideas-14) neg(people-17, not-16) nmod(emphasized-4, people-17)  "
"They see you criticizing them for what they did , not what someone directed them to do ( or not to do ) .","They/PRP see/VBP you/PRP criticizing/VBG them/PRP for/IN what/WP they/PRP did/VBD ,/, not/RB what/WP someone/NN directed/VBD them/PRP to/TO do/VB -LRB-/-LRB- or/CC not/RB to/TO do/VB -RRB-/-RRB- ./."," nsubj(see-2, They-1) root(ROOT-0, see-2) nsubj(criticizing-4, you-3) dep(see-2, criticizing-4) dobj(criticizing-4, them-5) case(what-7, for-6) nmod:for(did-9, what-7) nsubj(did-9, they-8) dep(criticizing-4, did-9) dep(directed-14, not-11) dep(directed-14, what-12) nsubj(directed-14, someone-13) dep(did-9, directed-14) dobj(directed-14, them-15) nsubj(do-17, them-15) mark(do-17, to-16) xcomp(directed-14, do-17) cc(do-22, or-19) neg(do-22, not-20) mark(do-22, to-21) dep(directed-14, do-22)  "
"62 <p> Vincent defended his increasingly synthetic approach in painting against his brother 's objections ; as has been seen , however , within several weeks he was also criticizing Bernard and Gauguin .","62/CD <p>/VBP Vincent/NNP defended/VBD his/PRP$ increasingly/RB synthetic/JJ approach/NN in/IN painting/NN against/IN his/PRP$ brother/NN 's/POS objections/NNS ;/: as/IN has/VBZ been/VBN seen/VBN ,/, however/RB ,/, within/IN several/JJ weeks/NNS he/PRP was/VBD also/RB criticizing/VBG Bernard/NNP and/CC Gauguin/NNP ./."," nsubj(<p>-2, 62-1) root(ROOT-0, <p>-2) nsubj(defended-4, Vincent-3) ccomp(<p>-2, defended-4) nmod:poss(approach-8, his-5) advmod(approach-8, increasingly-6) amod(approach-8, synthetic-7) dobj(defended-4, approach-8) case(painting-10, in-9) nmod:in(defended-4, painting-10) case(objections-15, against-11) nmod:poss(brother-13, his-12) nmod:poss(objections-15, brother-13) case(brother-13, 's-14) nmod:against(defended-4, objections-15) mark(seen-20, as-17) aux(seen-20, has-18) auxpass(seen-20, been-19) advcl(criticizing-30, seen-20) advmod(seen-20, however-22) case(weeks-26, within-24) amod(weeks-26, several-25) nmod:within(seen-20, weeks-26) nsubj(criticizing-30, he-27) aux(criticizing-30, was-28) advmod(criticizing-30, also-29) parataxis(<p>-2, criticizing-30) dobj(criticizing-30, Bernard-31) cc(Bernard-31, and-32) dobj(criticizing-30, Gauguin-33) conj:and(Bernard-31, Gauguin-33)  "
"<p> Dennis Wrong , no friend of PC , claimed that , in writing about and criticizing what in 1988 I called the adversary culture ( the source of PC ) , I was "" greatly exaggerating both its prevalence and influence outside a few academic enclaves "" , that I was "" obsessed with the Sixties "" , and placed "" inordinate weight on those years and their surviving echoes . ""","<p>/NNP Dennis/NNP Wrong/NNP ,/, no/DT friend/NN of/IN PC/NN ,/, claimed/VBD that/DT ,/, in/IN writing/VBG about/IN and/CC criticizing/VBG what/WP in/IN 1988/CD I/PRP called/VBD the/DT adversary/NN culture/NN -LRB-/-LRB- the/DT source/NN of/IN PC/NN -RRB-/-RRB- ,/, I/PRP was/VBD ''/'' greatly/RB exaggerating/VBG both/PDT its/PRP$ prevalence/NN and/CC influence/NN outside/IN a/DT few/JJ academic/JJ enclaves/NNS ''/'' ,/, that/IN I/PRP was/VBD ''/'' obsessed/VBN with/IN the/DT Sixties/NNP ''/'' ,/, and/CC placed/VBN ''/'' inordinate/JJ weight/NN on/IN those/DT years/NNS and/CC their/PRP$ surviving/VBG echoes/NNS ./. ''/''"," compound(Wrong-3, <p>-1) compound(Wrong-3, Dennis-2) nsubj(claimed-10, Wrong-3) neg(friend-6, no-5) appos(Wrong-3, friend-6) case(PC-8, of-7) nmod:of(friend-6, PC-8) root(ROOT-0, claimed-10) dobj(claimed-10, that-11) mark(writing-14, in-13) advcl(claimed-10, writing-14) dep(writing-14, about-15) cc(writing-14, and-16) advcl(claimed-10, criticizing-17) conj:and(writing-14, criticizing-17) dobj(called-22, what-18) case(1988-20, in-19) nmod:in(called-22, 1988-20) nsubj(called-22, I-21) ccomp(criticizing-17, called-22) det(culture-25, the-23) compound(culture-25, adversary-24) dobj(called-22, culture-25) det(source-28, the-27) dep(culture-25, source-28) case(PC-30, of-29) nmod:of(source-28, PC-30) nsubj(enclaves-47, I-33) cop(enclaves-47, was-34) advmod(exaggerating-37, greatly-36) ccomp(enclaves-47, exaggerating-37) cc:preconj(prevalence-40, both-38) nmod:poss(prevalence-40, its-39) dobj(exaggerating-37, prevalence-40) cc(prevalence-40, and-41) dobj(exaggerating-37, influence-42) conj:and(prevalence-40, influence-42) case(enclaves-47, outside-43) det(enclaves-47, a-44) amod(enclaves-47, few-45) amod(enclaves-47, academic-46) parataxis(called-22, enclaves-47) mark(was-52, that-50) nsubj(was-52, I-51) ccomp(called-22, was-52) ccomp(criticizing-17, obsessed-54) case(Sixties-57, with-55) det(Sixties-57, the-56) nmod:with(obsessed-54, Sixties-57) cc(obsessed-54, and-60) ccomp(criticizing-17, placed-61) conj:and(obsessed-54, placed-61) amod(weight-64, inordinate-63) dobj(placed-61, weight-64) case(years-67, on-65) det(years-67, those-66) nmod:on(placed-61, years-67) cc(years-67, and-68) nmod:poss(echoes-71, their-69) amod(echoes-71, surviving-70) nmod:on(placed-61, echoes-71) conj:and(years-67, echoes-71)  "
"Above all , rules for breaking rules are principles to draw upon for criticizing and justifying behavior .","Above/IN all/DT ,/, rules/NNS for/IN breaking/JJ rules/NNS are/VBP principles/NNS to/TO draw/VB upon/RP for/IN criticizing/VBG and/CC justifying/VBG behavior/NN ./."," case(all-2, Above-1) advmod(principles-9, all-2) nsubj(principles-9, rules-4) case(rules-7, for-5) amod(rules-7, breaking-6) nmod:for(rules-4, rules-7) cop(principles-9, are-8) root(ROOT-0, principles-9) mark(draw-11, to-10) acl(principles-9, draw-11) compound:prt(draw-11, upon-12) mark(criticizing-14, for-13) advcl(draw-11, criticizing-14) cc(criticizing-14, and-15) advcl(draw-11, justifying-16) conj:and(criticizing-14, justifying-16) dobj(criticizing-14, behavior-17)  "
"Stephen Carter offers a university perspective , criticizing both the "" left "" and the "" right "" for engaging in this practice .","Stephen/NNP Carter/NNP offers/VBZ a/DT university/NN perspective/NN ,/, criticizing/RB both/PDT the/DT ''/'' left/NN ''/'' and/CC the/DT ''/'' right/RB ''/'' for/IN engaging/VBG in/IN this/DT practice/NN ./."," compound(Carter-2, Stephen-1) nsubj(offers-3, Carter-2) root(ROOT-0, offers-3) det(perspective-6, a-4) compound(perspective-6, university-5) dobj(offers-3, perspective-6) advmod(perspective-6, criticizing-8) det:predet(the-10, both-9) dep(perspective-6, the-10) dep(perspective-6, left-12) cc(left-12, and-14) dep(perspective-6, the-15) conj:and(left-12, the-15) advmod(offers-3, right-17) mark(engaging-20, for-19) advcl(offers-3, engaging-20) case(practice-23, in-21) det(practice-23, this-22) nmod:in(engaging-20, practice-23)  "
